field_1,field_1_1,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,Unnamed: 0,counts,score
"548","548","552","196784347",MISSION OAKS HOSPITAL - D/P APH,15891 LOS GATOS ALMADEN RD,LOS GATOS,CA,"95032","3742",(408) 559-2011,PSYCHIATRIC,OPEN,"21",SANTA CLARA,"6085",USA,37.2447534,-121.9479332,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"070001410","GOOD SAMARITAN HOSPITAL, LP","6",PROPRIETARY,"-999","21",NOT AVAILABLE,N,5,5637,6
"549","549","553","40992037",SCRIPPS GREEN HOSPITAL,10666 N TORREY PINES RD,LA JOLLA,CA,"92037","1027",(858) 455-9100,GENERAL ACUTE CARE,OPEN,"173",SAN DIEGO,"6073",USA,32.8968589,-117.24287107,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"080000022",SCRIPPS HEALTH,"6",NON-PROFIT,"-999","173",NOT AVAILABLE,N,5,5637,6
"550","550","554","36992123",RADY CHILDREN'S HOSPITAL - SAN DIEGO,3020 CHILDRENS WAY,SAN DIEGO,CA,"92123","4223",(858) 966-3001,CHILDREN,OPEN,"444",SAN DIEGO,"6073",USA,32.79795853,-117.15130103,"622110","CHILDREN'S HOSPITALS, GENERAL",https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"080000023",RADY CHILDREN'S HOSPITAL - SAN DIEGO,"6",NON-PROFIT,"-999","444",LEVEL I PEDIATRIC,Y,0,0,0
"551","551","555","42492123",SHARP MEMORIAL HOSPITAL,7901 FROST ST,SAN DIEGO,CA,"92123","2701",(858) 939-3400,GENERAL ACUTE CARE,OPEN,"656",SAN DIEGO,"6073",USA,32.79928435,-117.15447284,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"080000036",SHARP MEMORIAL HOSPITAL,"6",NON-PROFIT,"-999","656",LEVEL II,Y,1,369,2
"552","552","556","15591942",GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DR,LA MESA,CA,"91942","3019",(619) 740-5344,GENERAL ACUTE CARE,OPEN,"466",SAN DIEGO,"6073",USA,32.78057044,-117.00678153,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"080000045",GROSSMONT HOSPITAL CORPORATION,"6",NON-PROFIT,"-999","466",NOT AVAILABLE,Y,5,5637,6
"553","553","557","20092120",KAISER FOUNDATION HOSPITAL - ZION,4647 ZION AVE,SAN DIEGO,CA,"92120","2507",(619) 528-6295,GENERAL ACUTE CARE,OPEN,"368",SAN DIEGO,"6073",USA,32.79156258,-117.09515955,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"080000144",KAISER FOUNDATION HOSPITALS,"6",NON-PROFIT,"-999","368",NOT AVAILABLE,N,5,5637,6
"554","554","558","2194550",PALOMAR MEDICAL CENTER POWAY,15615 POMERADO RD,POWAY,CA,"92064","2405",(760) 802-2768,GENERAL ACUTE CARE,OPEN,"95",ALAMEDA,"6001",USA,37.62555427,-121.76310337,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2015/05/21,NOT AVAILABLE,"080000147",PALOMAR HEALTH,"6",GOVERNMENT - DISTRICT/AUTHORITY,"-999","95",NOT AVAILABLE,Y,5,5637,6
"555","555","559","41192037",SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,9888 GENESEE AVE,LA JOLLA,CA,"92037","1205",(858) 626-7600,GENERAL ACUTE CARE,OPEN,"426",SAN DIEGO,"6073",USA,32.88518451,-117.22546021,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"080000149",SCRIPPS HEALTH,"6",NON-PROFIT,"-999","426",LEVEL II,Y,1,369,2
"556","556","560","41092024",SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DR,ENCINITAS,CA,"92024","5142",(760) 633-7424,GENERAL ACUTE CARE,OPEN,"187",SAN DIEGO,"6073",USA,33.03734478,-117.28418338,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"080000150",SCRIPPS HEALTH,"6",NON-PROFIT,"-999","187",LEVEL II,Y,1,369,2
"557","557","561","50092056",TRI - CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,CA,"92056","4506",(760) 940-3415,GENERAL ACUTE CARE,OPEN,"368",SAN DIEGO,"6073",USA,33.1856204,-117.29026731,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"080000152",TRI - CITY HOSPITAL DISTRICT,"6",GOVERNMENT - DISTRICT/AUTHORITY,"-999","368",NOT AVAILABLE,Y,5,5637,6
"558","558","562","1591942",ALVARADO PARKWAY INSTITUTE BEHAVIORAL HEALTH SYSTEM,7050 PARKWAY DR,LA MESA,CA,"91942","1535",(619) 465-4411,PSYCHIATRIC,OPEN,"66",SAN DIEGO,"6073",USA,32.77463167,-117.04416179,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"080000156",BH - SD OPCO LLC,"6",PROPRIETARY,"-999","66",NOT AVAILABLE,N,5,5637,6
"559","559","563","196784348",TRI - CITY MEDICAL CENTER D/P APH,4002 VISTA WAY,OCEANSIDE,CA,"92056","4506",(760) 724-8411,PSYCHIATRIC,OPEN,"18",SAN DIEGO,"6073",USA,33.1856484,-117.2904359,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"080000387",TRI - CITY HOSPITAL DISTRICT,"6",GOVERNMENT - DISTRICT/AUTHORITY,"-999","18",NOT AVAILABLE,N,5,5637,6
"560","560","564","34292025",PALOMAR MEDICAL CENTER D/P APH,555 E VALLEY PKWY,ESCONDIDO,CA,"92025","3048",(760) 739-3001,PSYCHIATRIC,OPEN,"288",SAN DIEGO,"6073",USA,33.12508512,-117.0752947,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"080000477",NOT AVAILABLE,"6",NOT AVAILABLE,"-999","288",NOT AVAILABLE,Y,5,5637,6
"561","561","565","2692128",AURORA SAN DIEGO,11878 AVENUE OF INDUSTRY,SAN DIEGO,CA,"92128","3423",(858) 487-3200,PSYCHIATRIC,OPEN,"101",SAN DIEGO,"6073",USA,32.99118313,-117.07531757,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"080000665","AURORA SAN DIEGO, LLC","6",PROPRIETARY,"-999","101",NOT AVAILABLE,N,5,5637,6
"562","562","566","42392111",SHARP MCDONALD CENTER,7989 LINDA VISTA RD,SAN DIEGO,CA,"92111","5106",(858) 576-1200,REHABILITATION,OPEN,"16",SAN DIEGO,"6073",USA,32.80601161,-117.15447621,"622310","REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"080000705",SHARP MEMORIAL HOSPITAL,"6",NON-PROFIT,"-999","16",NOT AVAILABLE,N,5,5637,6
"563","563","567","35292064",PALOMAR MEDICAL CENTER POWAY D/P APH,15615 POMERADO RD,POWAY,CA,"92064","2405",(858) 485-6511,PSYCHIATRIC,OPEN,"12",SAN DIEGO,"6073",USA,32.99713648,-117.05547925,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"080001257",PALOMAR HEALTH,"6",GOVERNMENT - DISTRICT/AUTHORITY,"-999","12",NOT AVAILABLE,Y,5,5637,6
"564","564","568","196784350",GROSSMONT HOSPITAL D/P APH,5555 GROSSMONT CENTER DR,LA MESA,CA,"91942","3019",(619) 465-0711,PSYCHIATRIC,OPEN,"46",SAN DIEGO,"6073",USA,32.78076747,-117.00694323,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"080001283",GROSSMONT HOSPITAL CORPORATION,"6",NON-PROFIT,"-999","46",NOT AVAILABLE,Y,5,5637,6
"565","565","569","42292123",SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,3003 HEALTH CENTER DR,SAN DIEGO,CA,"92123","2700",(858) 939-3400,GENERAL ACUTE CARE,OPEN,"206",SAN DIEGO,"6073",USA,32.79829578,-117.15497782,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"080001470",SHARP MEMORIAL HOSPITAL,"6",NON-PROFIT,"-999","206",NOT AVAILABLE,Y,5,5637,6
"566","566","570","1392120",ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO RD,SAN DIEGO,CA,"92120","5208",(619) 229-3172,GENERAL ACUTE CARE,OPEN,"222",SAN DIEGO,"6073",USA,32.77658639,-117.0570646,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"090000013","ALVARADO HOSPITAL, LLC","6",PROPRIETARY,"-999","222",NOT AVAILABLE,N,5,5637,6
"567","567","571","41391910",SCRIPPS MERCY HOSPITAL CHULA VISTA,435 H ST,CHULA VISTA,CA,"91910","4307",(619) 691-7240,GENERAL ACUTE CARE,OPEN,"173",SAN DIEGO,"6073",USA,32.63374646,-117.08325873,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"090000016",SCRIPPS HEALTH,"6",NON-PROFIT,"-999","173",NOT AVAILABLE,N,5,5637,6
"568","568","572","42091911",SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER CT,CHULA VISTA,CA,"91911","6617",(619) 502-3670,GENERAL ACUTE CARE,OPEN,"349",SAN DIEGO,"6073",USA,32.61897607,-117.02318561,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"090000021",SHARP CHULA VISTA MEDICAL CENTER,"6",NON-PROFIT,"-999","349",NOT AVAILABLE,N,5,5637,6
"569","569","573","41292103",SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,"92103","2105",(619) 260-7101,GENERAL ACUTE CARE,OPEN,"446",SAN DIEGO,"6073",USA,32.75143062,-117.16005359,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"090000025",SCRIPPS HEALTH,"6",NON-PROFIT,"-999","446",LEVEL I,Y,0,426,1
"570","570","574","42192118",SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,250 PROSPECT PL,CORONADO,CA,"92118","1943",(619) 522-3600,GENERAL ACUTE CARE,OPEN,"59",SAN DIEGO,"6073",USA,32.6941428,-117.16859221,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"090000033",SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,"6",NON-PROFIT,"-999","59",NOT AVAILABLE,N,5,5637,6
"571","571","575","12092243",EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVE,EL CENTRO,CA,"92243","4306",(760) 339-7100,GENERAL ACUTE CARE,OPEN,"161",IMPERIAL,"6025",USA,32.78043468,-115.56872826,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"090000040",CITY OF EL CENTRO,"6",GOVERNMENT - LOCAL,"-999","161",LEVEL IV,Y,3,1008,4
"572","572","576","23292104",KINDRED HOSPITAL - SAN DIEGO,1940 EL CAJON BLVD,SAN DIEGO,CA,"92104","1005",(619) 543-4500,GENERAL ACUTE CARE,OPEN,"70",SAN DIEGO,"6073",USA,32.75638366,-117.1446454,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"090000048","THC - ORANGE COUNTY, LLC","6",PROPRIETARY,"-999","70",NOT AVAILABLE,N,5,5637,6
"573","573","577","34392050",PARADISE VALLEY HOSPITAL,2400 E 4TH ST,NATIONAL CITY,CA,"91950","2026",(619) 472-4586,GENERAL ACUTE CARE,OPEN,"188",SAN DIEGO,"6073",USA,32.68534055,-117.08233671,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"090000145","PRIME HEALTHCARE PARADISE VALLEY, LLC","6",PROPRIETARY,"-999","188",NOT AVAILABLE,N,5,5637,6
"574","574","578","34992227",PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 W LEGION RD,BRAWLEY,CA,"92227","7780",(760) 351-3333,GENERAL ACUTE CARE,OPEN,"107",IMPERIAL,"6025",USA,32.95909297,-115.55379865,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"090000146",PIONEERS MEMORIAL HEALTHCARE DISTRICT,"6",GOVERNMENT - DISTRICT/AUTHORITY,"-999","107",LEVEL IV,Y,3,1008,4
"575","575","579","51092103",UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,200 W ARBOR DR,SAN DIEGO,CA,"92103","1911",(619) 543-6475,GENERAL ACUTE CARE,OPEN,"381",SAN DIEGO,"6073",USA,32.75477023,-117.16573138,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"090000154",THE REGENTS OF THE UNIVERSITY OF CALIFORNIA - UCSD,"6",GOVERNMENT - STATE,"-999","381",LEVEL I,Y,0,426,1
"576","576","580","38792110",SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,3853 ROSECRANS ST,SAN DIEGO,CA,"92110","3115",(619) 692-8232,PSYCHIATRIC,OPEN,"109",SAN DIEGO,"6073",USA,32.75367809,-117.20206559,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"090000159",COUNTY OF SAN DIEGO,"6",GOVERNMENT - LOCAL,"-999","109",NOT AVAILABLE,N,5,5637,6
"577","577","581","196784351",PARADISE VALLEY HOSPITAL D/P APH,2400 E 4TH ST,NATIONAL CITY,CA,"91950","2026",(619) 470-4321,PSYCHIATRIC,OPEN,"39",SAN DIEGO,"6073",USA,32.6851132,-117.0828852,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"090000338","PRIME HEALTHCARE PARADISE VALLEY, LLC","6",PROPRIETARY,"-999","39",NOT AVAILABLE,Y,5,5637,6
"578","578","582","196784352",SCRIPPS MERCY HOSPITAL D/P APH,4077 5TH AVE,SAN DIEGO,CA,"92103","2105",NOT AVAILABLE,PSYCHIATRIC,OPEN,"36",SAN DIEGO,"6073",USA,32.7510887,-117.1605559,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"090000347",SCRIPPS HEALTH,"6",NON-PROFIT,"-999","36",NOT AVAILABLE,Y,5,5637,6
"579","579","583","70192120",ALVARADO HOSPITAL MEDICAL CENTER,6645 ALVARADO RD,SAN DIEGO,CA,"92120","5208",(619) 229-3172,GENERAL ACUTE CARE,OPEN,"80",SAN DIEGO,"6073",USA,32.77685835,-117.05768127,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2015/01/13,NOT AVAILABLE,"090000839","ALVARADO HOSPITAL, LLC","6",PROPRIETARY,"-999","80",NOT AVAILABLE,N,5,5637,6
"580","580","584","52092103",SELECT SPECIALTY HOSPITAL - SAN DIEGO,555 WASHINGTON ST,SAN DIEGO,CA,"92103","2289",(619) 260-8300,GENERAL ACUTE CARE,OPEN,"110",SAN DIEGO,"6073",USA,32.74962807,-117.15976944,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/03/12,NOT AVAILABLE,"090000977","VIBRA HOSPITAL OF SAN DIEGO, LLC","6",PROPRIETARY,"-999","110",NOT AVAILABLE,N,5,5637,6
"581","581","585","50592037",UC SAN DIEGO HEALTH LA JOLLA - JACOBS MEDICAL CENTER AND SULPIZIO CARDIOVASCU,9300 CAMPUS POINT DR,LA JOLLA,CA,"92037","1300",(858) 657-7000,GENERAL ACUTE CARE,OPEN,"418",SAN DIEGO,"6073",USA,32.87802331,-117.22559887,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"090001116",THE REGENTS OF THE UNIVERSITY OF CALIFORNIA - UCSD,"6",GOVERNMENT - STATE,"-999","418",NOT AVAILABLE,Y,5,5637,6
"582","582","586","34491911",PARADISE VALLEY HOSP D/P APH BAYVIEW BEHAVIORAL HEALTH,330 MOSS ST,CHULA VISTA,CA,"91911","2005",(619) 426-6310,PSYCHIATRIC,OPEN,"64",SAN DIEGO,"6073",USA,32.61749401,-117.07171213,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"090001561","PRIME HEALTHCARE PARADISE VALLEY, LLC","6",PROPRIETARY,"-999","64",NOT AVAILABLE,N,5,5637,6
"583","583","587","58995403",SUTTER SANTA ROSA REGIONAL HOSPITAL,30 MARK WEST SPRINGS ROAD,SANTA ROSA,CA,"95403","1707",(707) 576-4564,GENERAL ACUTE CARE,OPEN,"84",SONOMA,"6097",USA,38.49495922,-122.75187197,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2016/02/16,NOT AVAILABLE,"110000007",SUTTER BAY HOSPITALS,"6",NON-PROFIT,"-999","84",NOT AVAILABLE,Y,5,5637,6
"584","584","588","13595490",ADVENTIST HEALTH HOWARD MEMORIAL,1 MARCELA DRIVE,WILLITS,CA,"95490","4225",(707) 456-3010,CRITICAL ACCESS,OPEN,"25",MENDOCINO,"6045",USA,39.38969872,-123.33872976,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"110000008",WILLITS HOSPITAL INC.,"6",NON-PROFIT,"-999","25",LEVEL IV,Y,3,1008,4
"585","585","589","15895448",HEALDSBURG HOSPITAL,1375 UNIVERSITY AVE,HEALDSBURG,CA,"95448","3382",(707) 431-6500,CRITICAL ACCESS,OPEN,"26",SONOMA,"6097",USA,38.62709551,-122.86440198,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"110000009","NORCAL HEALTHCONNECT, LLC","6",PROPRIETARY,"-999","26",NOT AVAILABLE,N,5,5637,6
